data_1
1,69E+00
1,69E+00
1,69E+00
1,69E+00
1,69E+00
1,68E+00
1,67E+00
1,66E+00
1,65E+00
1,65E+00
1,65E+00
1,65E+00
1,65E+00
1,65E+00
1,65E+00
1,65E+00
1,65E+00
1,66E+00
1,66E+00
1,66E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,66E+00
1,65E+00
1,62E+00
1,60E+00
1,58E+00
1,57E+00
1,57E+00
1,58E+00
1,60E+00
1,61E+00
1,63E+00
1,64E+00
1,65E+00
1,66E+00
1,67E+00
1,67E+00
1,68E+00
1,68E+00
1,68E+00
1,68E+00
1,68E+00
1,68E+00
1,68E+00
1,67E+00
1,65E+00
1,64E+00
1,64E+00
1,65E+00
1,65E+00
1,64E+00
1,64E+00
1,64E+00
1,64E+00
1,65E+00
1,65E+00
1,65E+00
1,66E+00
1,66E+00
1,66E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,67E+00
1,66E+00
1,66E+00
1,64E+00
1,62E+00
1,59E+00
1,57E+00
1,56E+00
1,57E+00
1,58E+00
1,59E+00
1,61E+00
1,62E+00
1,63E+00
1,64E+00
1,65E+00
